Licence No.,Premises Name,Premises Address,場所名稱,場所地址,Premises Phone No.,Premises Fax No.,Premises Email Address
H/4644,WEAVE STUDIOS - KOWLOON WEST,"86 Tai Kok Tsui Road,Tai Kok Tsui,Kowloon.",WEAVE STUDIOS - KOWLOON WEST,九龍大角咀大角咀道86號,,,hello@weave-living.com
H/4645,8 DAYS BOUTIQUE GUESTHOUSE,"Flat D, 16/F, Kingland Apartments,739 Nathan Road, Mong Kok, Kowloon.",8天時尚賓館,九龍旺角彌敦道739號金輪大廈16字樓D室,,,torayyu@gmail.com
H/4646,WIN PHONG GUEST HOUSE,"Flat 903, 9/F, Sincere House,83 Argyle Street, Mong Kok, Kowloon.",永鋒旅舍,九龍旺角亞皆老街83號先施大廈9字樓903室,2396 5101,,
H/4647,SPANISH HOSTEL,"2/F, 99 Argyle Street,Mong Kok, Kowloon.",西班牙賓館,九龍旺角亞皆老街99號2字樓,2787 6540,2177 2227,spanishhostel@yahoo.com
H/4649,TEMPLE STREET MOTEL,"1/F, 98 Woosung Street,Yau Ma Tei, Kowloon. ",廟街賓館,九龍油麻地吳松街98號1字樓,6755 5850,2724 1506,moteltoronto@yahoo.com
H/4650,GOLDEN MOON HOSTEL,"Flat 2406, 24/F, Sun Hing Building,607 Nathan Road, Mong Kok, Kowloon.",金月賓館,九龍旺角彌敦道607號新興大廈24字樓2406室,,,
H/4651,KONG SING GUESTHOUSE,"Flat F, 11/F, Lucky Building,65 Austin Road, Jordan, Kowloon.",港城賓館,九龍佐敦柯士甸道65號幸運大廈11字樓F室,9020 7316,2301 3218,ying.fl@hotmail.com
H/4653,ONEROOM,"Flat A & B, 5/F, Windsor Mansion,29-31 Chatham Road South,Tsim Sha Tsui, Kowloon.",一房,九龍尖沙咀漆咸道南29-31號溫莎大廈5字樓A&B室,5627 9646,,oneroom.inn@gmail.com
H/4655,VP APARTMENTS,"5-6/F, 149 Lai Chi Kok Road,Sham Shui Po, Kowloon.",雲浦居,九龍深水埗茘枝角道149號5-6字樓,3628 0888,3628 0889,enquiry_vphotel@venkin-group.com
H/4656,KONG SING GUESTHOUSE,"Flat D&H, 11/F, Lucky Building,65 Austin Road, Jordan, Kowloon.",港城賓館,九龍佐敦柯士甸道65號幸運大廈11字樓D&H室,9020 7316,2301 3218,ying.fl@hotmail.com
H/4659,OM GUEST HOUSE,"Flat D1, 9/F, Block D, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui,Kowloon.",OM GUEST HOUSE,九龍尖沙咀彌敦道40號重慶大廈D座9字樓D1室,9232 3231,3743 5893,shweta_sahai@yahoo.com
H/4660,WELLYET GUEST HOUSE,"Flat 14, 8/F, Block A,Mirador Mansion, 58 Nathan Road,Tsim Sha Tsui, Kowloon.",偉溢商務賓館,九龍尖沙咀彌敦道58號美麗都大廈A座8字樓14室,2739 1136,,a27391136@gmail.com
H/4662,NAM KEUNG TOURING TRADING LTD,"Flat C, 10/F, Harilela Mansion,81 Nathan Road, Tsim Sha Tsui, Kowloon.",南強旅業貿易有限公司,九龍尖沙咀彌敦道81號喜利大廈10字樓C室,2369 0691,,
H/4663,COSMIC GUEST HOUSE (HK) LIMITED,"Flat C3, 12/F, Block C, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",宇宙賓館(香港)有限公司,九龍尖沙咀彌敦道58號美麗都大廈C座12字樓C3室,2721 3077,2311 5260,laucosmicgh@gmail.com
H/4664,RUSSIAN HOSTEL,"Flat D1, 16/F, Block D, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",RUSSIAN HOSTEL,九龍尖沙咀彌敦道40號重慶大廈D座16字樓D1室,2721 2900,2111 4508,sandhuhotelhk@gmail.com
H/4665,EVEREST HOSTEL,"Flat D7, 14/F, Block D, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",EVEREST HOSTEL,九龍尖沙咀彌敦道40號重慶大廈D座14字樓D7室,2153 1197,2722 4807,14everesthostel@gmail.com
H/4669,THE GOLDEN HOSTEL,"Flat B&C, 15/F, Kingland Apartments,739 Nathan Road, Mong Kok, Kowloon.",金龍旅遊賓館,九龍旺角彌敦道739號金輪大廈15字樓B&C室,2789 8186,,wanshinglin@gmail.com
H/4671,CALIFORNIA GARDEN 1,"Flat C(Portion), D & E(Portion),4/F, Golden Crown Court, 68 Nathan Road,Tsim Sha Tsui, Kowloon.",加洲花園1,"九龍尖沙咀彌敦道68號金冠大廈4字樓C室(部分), D室及E室(部分)",2723 1312,,booking@californiahotelhk.com
H/4675,YING' NFLO,"10/F-24/F, Ying' n Flo,3-5 Wan Chai Gap Road,Wan Chai, Hong Kong.",毅風,香港灣仔灣仔峽道3-5號毅風10字樓-24字樓,2833 8688,2572 9431,yfwgr.info@yingnflo.com
H/4677,永順行賓館,"Flat 8, 10/F, Alhambra Building,385 Nathan Road, Yau Ma Tei, Kowloon.",永順行賓館,九龍油麻地彌敦道385號平安大樓10字樓8室,2771 8801,,wshhotel@yahoo.com.hk
H/4684,THE ARCH GUEST HOUSE,"Flat 1112, 11/F, Sincere House,83 Argyle Street, Mong Kok, Kowloon.",凱旋門賓館,九龍旺角亞皆老街83號先施大廈11字樓1112室,2381 2998,,
H/4685,"EVEREST, BASE, CAMP HOSTEL","Flat D2, 17/F, Block D, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.","EVEREST, BASE, CAMP HOSTEL",九龍尖沙咀彌敦道40號重慶大廈D座17字樓D2室,2366 4219,2367 6552,
H/4687,SUPER HOSTEL LIMITED,"Flat B, 6/F, Hanyee Building, 19-21 Hankow Road,Tsim Sha Tsui, Kowloon.",超級旅館有限公司,九龍尖沙咀漢口道19-21號漢宜大廈6字樓B室,9780 1785,,lamyuetman2388@gmail.com
H/4690,THE ROYAL GARDEN KOWLOON EAST & VEGA SUITES,"B2/F(Pt), B1/F(Pt), G/F(Pt), UG/F(Pt), 1/F(Pt), 2/F(Pt), 3/F(Pt), 5/F(Pt), 6/F(Pt),7/F(Pt), 8/F(Pt), 9-45/F, R/F & UR/F of Tower 4;B2/F(Pt), B1/F(Pt), G/F(Pt), UG/F(Pt), 1/F(Pt), 2/F(Pt), 3/F(Pt), 5/F(Pt), 6/F(Pt), 7-47/F,R/F, Lift Machine Rm & UR/F of Tower 5, 3 Tong Tak Street, Tseung Kwan O, New Territories.",THE ROYAL GARDEN KOWLOON EAST & VEGA SUITES,"新界將軍澳唐德街3號第4期地庫2樓(部分),地庫1樓(部分), 地下(部分), 地下高層(部分), 1字樓(部分),2字樓(部分), 3字樓(部分), 5字樓(部分), 6字樓(部分), 7字樓(部分), 8字樓(部分), 9-45字樓, 天台&天台高層;第5期地庫2樓(部分), 地庫1樓(部分), 地下(部分), 地下高層(部分), 1字樓(部分), 2字樓(部分), 3字樓(部分), 5字樓(部分), 6字樓(部分),7-47字樓, 天台, 電梯機房&天台高層",3983 0388,3983 0399,johnny.cheung@cptko.com
H/4695,AIRY STAY ON COMFORT BUILDING,"Flat B, A1, 3/F, Comfort Building,88 Nathan Road, Tsim Sha Tsui, Kowloon.",AIRY STAY ON COMFORT BUILDING,"九龍尖沙咀彌敦道88號 安樂大廈3字樓B, A1室",,,airystayhk@gmail.com
H/4697,CANADA INN,"Flat A9, Block A, 15/F, Chungking Mansion, 40 Nathan Road, Tsim Sha Tsui, Kowloon.",CANADA INN,九龍尖沙咀彌敦道40號重慶大廈A座15字樓A9室,9747 9012,,georgepannu18@yahoo.com
H/4698,HUIDA GUEST HOUSE,"Flat 1603, 16/F, Sun Hing Building,607 Nathan Road, Mong Kok,Kowloon.",惠達賓館,九龍旺角彌敦道607號新興大廈16字樓1603室,6848 1948,,
H/4700,LANDER INN,"8-9/F, 156-158 Tai Nan Street, Sham Shui Po, Kowloon.",泛達太子軒,九龍深水埗大南街156-158號8-9字樓,2393 2289,2393 2839,
H/4701,RAMADA HONG KONG HARBOUR VIEW,"G/F-38/F, 239 Queen's Road West, Western, Hong Kong.",華美達海景酒店,香港西區皇后大道西239號地下-38字樓,2599 9888,2559 1266,hotel@ramadahkhv.com
H/4702,BLUEJAY RESIDENCES,"G/F-6/F, 95 Main Street Ap Lei Chau,Ap Lei Chau, Hong Kong.",冠藍軒,香港鴨洲鴨洲大街95號地下-6字樓,,,
H/4705,KINGLAND GUEST HOUSE,"Flat F, 6/F, Kingland Apartments,739 Nathan Road, Mong Kok,Kowloon.",金輪賓館,九龍旺角彌敦道739號金輪大廈6字樓F室,2395 3399,2384 6840,
H/4707,MONGKOK STATION GUEST HOUSE,"Flat 1102-3,11/F, Sun Hing Building,607 Nathan Road, Mong Kok, Kowloon.",旺角駅賓館,九龍旺角彌敦道607號新興大廈11字樓1102-3室,3793 4033,,mk1812mk@qq.com
H/4711,EVEREST INN GUEST HOUSE,"Flat 3, 16/F, Block D,Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",EVEREST INN GUEST HOUSE,九龍尖沙咀彌敦道40號重慶大廈D座16字樓3室,2721 2900,2111 4508,sandhuhotelhk@gmail.com
H/4714,WANCHAI 88,"139 Thomson Road,Wan Chai, Hong Kong.",灣仔八十八,香港灣仔譚臣道139號,2905 4800,2905 4882,dustinf@88hospitality.com
H/4715,FAMOUS HOME COMPANY INN LIMITED,"Flat 1604, 16/F, Sincere House,83 Arygle Street, Mong Kok,Kowloon.",好旺家商務賓館有限公司,九龍旺角亞皆老街83號先施大廈16字樓1604室,3167 9608,3167 9608,gigichen0424@gmail.com
H/4716,AH SHAN HOSTEL,"Flat 807 & 808, 8/F, Sincere House,83 Argyle Street,Mong Kok, Kowloon.",阿山旅館,九龍旺角亞皆老街83號先施大廈8字樓807 & 808室,9533 6817,,ahshanhostelhk@gmail.com
H/4717,PROSPERITY INN,"Flat H, 6/F, Kingland Apartments,739 Nathan Road, Mong Kok,Kowloon.",金多寶賓館,九龍旺角彌敦道739號金輪大廈6字樓H室,2390 6083,,bravo23906862@yahoo.com.hk
H/4719,GOOD LUCKY INN,"Flat 14, 7/F, Wing Wah Building,14-24 Sai Yeung Choi Street South,Mong Kok, Kowloon.",鴻運旅店,九龍旺角西洋菜南街14-24號榮華大樓7字樓14室,2384 7417,6840 8368,
H/4721,TEMPO INN,"Flat D-G, 1/F, David Mansion,93-103 Woosung Street, Jordan, Kowloon. ",TEMPO INN,九龍佐敦吳松街93-103號德利樓1字樓D-G室,6212 4550,,
H/4722,KING 'S PILLOW,"1/F - 3/F, 52 Lockhart Road,Wan Chai, Hong Kong.",樂比露,香港灣仔駱克道52號1-3字樓,2886 1380,2886 1694,kingspillow@yahoo.com
H/4724,VP APARTMENTS,"7-8/F, 149 Lai Chi Kok Road,Sham Shui Po,Kowloon.",雲浦居,九龍深水埗茘枝角道149號7-8字樓,3628 0888,2714 2767,enquiry_vphotel@venkin-group.com
H/4726,"DORSETT KWUN TONG, HONG KONG","84 Hung To Road, Kwun Tong, Kowloon.",香港觀塘帝盛酒店,九龍觀塘鴻圖道84號,3989 6888,3989 6868,info.kwuntong@dorsetthotels.com
H/4729,SAI KUNG HOTEL,"G/F, 1/F-4/F, and Roof,Lot 1780 D.D. 221,Tai Mong Tsai Road,Sai Kung, New Territories.",SAI KUNG HOTEL,"新界西貢大網仔路1780地段DD221.地下, 1-4字樓及天台",2592 4828,,
H/4733,99 BONHAM,"G/F(Portion), 1/F(Portion) & 2/F-UR/F, 99-103 Bonham Strand, Sheung Wan, Hong Kong.",99 BONHAM,"香港上環文咸東街99-103號地下(部份), 1字樓(部份), 2字樓至天台高層",3940 1111,3940 1100,info@99bonham.com
H/4736,永紅,"Flat B4, 13/F, Tsim Sha Tsui Mansion,87 Nathan Road, Tsim Sha Tsui, Kowloon.",永紅,九龍尖沙咀彌敦道87號華源大廈13字樓B4室,6188 1626,,
H/4737,忠誠賓館,"Flat E, 14/F, Kingland Apartments,739 Nathan Road, Mong Kok, Kowloon.",忠誠賓館,九龍旺角彌敦道739號金輪大廈14字樓E室,2393 5553,,2516949682@qq.com
H/4738,SUPER INN LIMITED,"Flat D, 7/F, Hanyee Building, 19-21 Hankow Road, Tsim Sha Tsui,Kowloon.",超級客棧有限公司,九龍尖沙咀漢口道19-21號漢宜大廈7字樓D室,2199 7079,,superinnhk@gmail.com
H/4739,LONGWIN HOSTEL,"Flat C, 8/F, Lucky House,22 Jordan Road, Jordan, Kowloon.",長榮(金莎)旅舍,九龍佐敦佐敦道22號鴻運大樓8字樓C室,6871 5831,,longwinhotel.hk@yahoo.com
H/4740,MOTTO BY HILTON HONG KONG SOHO,"G/F(Portion), 1/F, 2/F (Portion), 3/F -39/F, R/F & UR/F,83 Jervois Street,Sheung Wan, Hong Kong.",MOTTO BY HILTON HONG KONG SOHO,"香港上環蘇杭街83號地下(部分),1字樓, 2字樓(部分),3-39字樓, 天台及天台高層 ",3417 8888,3417 8686,info@yaulee.com
H/4741,LANDER INN,"3/F&5/F,156-158 Tai Nan Street, Sham Shui Po, Kowloon.",泛達太子軒,九龍深水埗大南街156-158號3&5字樓 ,2393 2289,2393 2839,
H/4742,O'HOTEL,"G/F-23/F, 42-46 Kowloon City Road,To Kwa Wan, Kowloon.",奧斯酒店,九龍土瓜灣九龍城道42-46號地下-23字樓,2231 9999,2231 9976,
H/4746,ASIA INN,"Flat B2, 16/F, Block B, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",ASIA INN,九龍尖沙咀彌敦道40號重慶大廈B座16字樓B2室,2153 1197,2722 4807,winneruk@gmail.com
H/4749,JING KONG CITY (TSIM SHA TSUI) HOSTEL,"Flat 3, 8/F, Block C,Tsim Sha Tsui Mansion, 87 Nathan Road, Tsim Sha Tsui, Kowloon.",京港城(尖沙咀)賓館,九龍尖沙咀彌敦道87號華源大廈C座8字樓3室,3991 7063,,92hotellimited@gmail.com
H/4751,IBIS HONG KONG CENTRAL & SHEUNG WAN,"G/F-UR/F,18-30 Des Voeux Road West,Sheung Wan, Hong Kong.",宜必思香港中上環酒店,香港上環德輔道西18-30號地下-頂樓高層,2252 2929,2252 2900,H7606@accor.com
H/4753,HOLIDAY LODGE,"Flat D8, 6/F, Block D, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",HOLIDAY LODGE,九龍尖沙咀彌敦道40號重慶大廈D座6字樓D8室,,,
H/4754,KOWLOON MONGKOK 1812 GUEST HOUSE,"Flat 1812, 18/F, Sun Hing Building,607 Nathan Road,Mong Kok, Kowloon.",九龍旺角1812賓館,九龍旺角彌敦道607號新興大廈18字樓1812室,3793 4033,2388 9698,mk1812mk@qq.com
H/4755,ARAFAT INN,"Flat 7, 7/F, Man Wah Building,1-23 Man Ying Street,Jordan, Kowloon.",珍寶賓舘,九龍佐敦文英街1-23號文華樓7字樓7室,3703 2861,,jan0262@yahoo.com.hk
H/4756,BLESSING HOSTEL,"Flat 1804, 18/F, Sun Hing Building,607 Nathan Road, Mong Kok, Kowloon.",幸福旅館,九龍旺角彌敦道607號新興大廈18字樓1804室,6977 0058,,hau1328@gmail.com
H/4758,ALL SEASONS INN,"Flat B, 9/F, Lyton Building,32-48 Mody Road, Tsim Sha Tsui,Kowloon.",全季旅舍,九龍尖沙咀麼地道32-48號麗東大廈9字樓B室,,,
H/4759,AUBERGE DISCOVERY BAY HONG KONG,"88 Siena Avenue, Discovery Bay,Lantau Island.",香港愉景灣酒店,大嶼山愉景灣海澄湖畔路88號,2295 8288,2295 8188,enquiry@aubergediscoverybay.com
H/4760,K & B HOSTEL,"Flat H & I, 13/F, New Lucky House,15 Jordan Road, Jordan, Kowloon.",K & B HOSTEL,九龍佐敦佐敦道15號華豐大廈13字樓H & I室,6888 4481,,
H/4761,LINKWILLS HOSTEL,"Flat A, B & Flat Roof of 1/F,2 Tak Hing Street, Jordan, Kowloon.",LINKWILLS HOSTEL,"九龍佐敦德興街2號1字樓A,B室及平台",2366 4219,2367 6552,mp@brargrouphk.com
H/4762,MANILA GUEST HOUSE,"Flat B8, 6/F, Block B, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",馬來賓館,九龍尖沙咀彌敦道40號重慶大廈B座6字樓B8室,9232 3231,3743 5893,shweta_sahai@yahoo.com
H/4764,PARK HOSTEL,"Flat A, 5/F, Rex Building,648 - 652 Nathan Road,Mongkok, Kowloon.",柏萊賓館,九龍旺角彌敦道648-652號皇上皇大廈5字樓A室,2393 9090,2393 9094,raileihotel@gmail.com
H/4765,YHA MEI HO HOUSE YOUTH HOSTEL,"LG/F, G/F-5/F, Mei Ho House,Shek Kip Mei Estate, Sham Shui Po,Kowloon.",YHA 美荷樓青年旅舍,"九龍深水埗石硤尾邨美荷樓地下低層, 地下-5字樓.",3728 3500,3755 4378,karen@yha.org.hk
H/4771,CALIFORNIA GARDEN 3,"Flat A, B1(Portion), G(Portion) and H, 4/F, Golden Crown Court, 68 Nathan Road, Tsim Sha Tsui, Kowloon.",加洲花園3,"九龍尖沙咀彌敦道68號金冠大廈4字樓A, B1(部分), G(部分)及H室",,,booking@californiahotelhk.com
H/4773,RELIANCE WESTIN,"Flat F4, 16/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",萊頓賓館,九龍尖沙咀彌敦道58號美麗都大廈16字樓F4室,,,
H/4776,YUE KA HOSTEL,"5/F, 99 Argyle Street,Mong Kok, Kowloon.",裕家賓館,九龍旺角亞皆老街99號5字樓,2398 2280,2177 2227,yuekahotel@yahoo.com.hk
H/4777,富麗宮賓館,"1/F, Yue Yee Mansion,80 Shung Ling Street,San Po Kong, Kowloon.",富麗宮賓館,九龍新蒲崗崇齡街80號如意樓1字樓,3957 6548,,
H/4780,JIN XIANG HOSTEL (JIU LONG),"Flat A, 14/F, Lai Shing Building,15-17 Man Ming Lane,Yau Ma Tei, Kowloon.",金翔賓館 (九龍),九龍油麻地文明里15-17號麗星大廈14字樓A室,6061 2471,,2421180215@qq.com
H/4783,積寓,"Flat E, 3/F, Union Mansion,33-35 Chatham Road South,Tsim Sha Tsui, Kowloon.",積寓,九龍尖沙咀漆咸道南33-35號友聯大廈3字樓E室,9407 7374,,tytcwc@yahoo.com.hk
H/4785,GARDEN GUESTHOUSE GROUP LIMITED,"Flat A, 8/F, Tung Lok Building,34-36 Nullah Road, Mong Kok,Kowloon.",花園賓館集團有限公司,九龍旺角水渠道34-36號東樂大樓8字樓A室,2362 3838,,gardenhotelmk@gmail.com
H/4787,GOLDEN MOON GUESTHOUSE,"Flat 2206, 22/F, Sun Hing Building,607 Nathan Road,Mong Kok, Kowloon.",金月旅館,九龍旺角彌敦道607號新興大廈22字樓2206室,6139 6009,,tam2815312@gmail.com
H/4788,ROYAL CENTURY GUESTHOUSE,"Flat G, 6/F, Kingland Apartments,739 Nathan Road, Mong Kok, Kowloon.",皇廷世紀賓館,九龍旺角彌敦道739號金輪大廈6字樓G室,9696 1184,,car818113@gmail.com
H/4789,SPRING GUEST HOUSE,"Flat A, 8/F, New Lucky House,15 Jordan Road, Jordan, Kowloon.",永春賓館,九龍佐敦佐敦道15號華豐大廈8字樓A室,6888 4481,,hakkas@live.hk
H/4792,MANILA HOSTEL,"Flat 7, 10/F, Block D, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",MANILA HOSTEL,九龍尖沙咀彌敦道40號重慶大廈D座10字樓7室,3104 1652,2368 3344,dhillonhotelshk@gmail.com
H/4799,SENTOSA HOSTEL,"Flat 1307, 13/F, Sun Hing Building,607 Nathan Road, Mong Kok, Kowloon.",勝淘沙旅館,九龍旺角彌敦道607號新興大廈13字樓1307室,2489 2990,2489 2683,polly@sentosa.com.hk
H/4805,SUNNY DAY GUEST HOUSE,"Flat 13, 11/F, Sun Hing Building,607 Nathan Road, Mong Kok, Kowloon.",天晴賓館,九龍旺角彌敦道607號新興大廈11字樓13室,,,
H/4806,LODGEWOOD BY NINA HOSPITALITY - MONG KOK,"G/F-3/F, 5/F-12/F,15/F-21/F and R/F, 1131-1135 Canton Road, Mong Kok, Kowloon.",旺角薈賢居,"九龍旺角廣東道1131-1135號地下-3字樓, 5-12字樓, 15-21字樓及天台",2280 2979,2280 2755,
H/4810,KATHMANDU GUEST HOUSE,"Flat B7, 12/F, Block B, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",KATHMANDU GUEST HOUSE,九龍尖沙咀彌敦道40號重慶大廈B座12字樓B7室,3460 2073,,chhetridhana@ymail.com
H/4811,TSUEN HOSTEL 1,"1/F, 17 Sze Pei Square, Tsuen Wan, New Territories.",荃旅店1,新界荃灣四陂坊17號1字樓,2439 6911,2439 6922,24396911@tsuenhotel.com.hk
H/4812,COURTYARD BY MARRIOTT HONG KONG SHA TIN,"G/F(Portion), 1/F(Portion) & 2/F-R/F,1 On Ping Street, Sha Tin, New Territories.",香港沙田萬怡酒店,"新界沙田安平街1號地下(部分),1字樓(部分)及2字樓-頂樓",3940 8888,3840 8828,cy.hkgst.ays@courtyard.com
H/4817,HONG KONG GUESTHOUSE,"Flat H, 1/F, Kingland Apartments,739 Nathan Road, Mong Kok, Kowloon.",香港賓館,九龍旺角彌敦道739號金輪大廈1字樓H室,2720 6688,,mkhkhotel@yahoo.com.hk
H/4820,HMLET AUSTIN AVENUE,"Portion of G/F, Portion of 1/F, Portion of 2/F,3/F, 4/F-11/F, Roof & Upper Roof Floor,2-2A Austin Avenue,Tsim Sha Tsui, Kowloon.",HMLET AUSTIN AVENUE,"九龍尖沙咀柯士甸路2-2A號地下部份, 1字樓部份,2字樓部份, 3字樓, 4-11字樓, 天台及高層天台",2355 8888,,austinave@habyt.com
H/4822,TAI WAH GUEST HOUSE,"Flat B4, 7/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",大華賓館,九龍尖沙咀彌敦道58號美麗都大廈7字樓B4室,5270 4448,,info@mytaiwah.com
H/4823,CAREFREE HOSTEL,"Flat 1706, 17/F, Sun Hing Building,607 Nathan Road,Mong Kok, Kowloon.",逍遙賓館,九龍旺角彌敦道607號新興大廈17字樓1706室,6038 9562,,852402803@qq.com
H/4827,恒豐賓館,"Flat A, B, 14/F, New Lucky House,15 Jordan Road, Jordan, Kowloon.",恒豐賓館,"九龍佐敦佐敦道15號華豐大廈14字樓A,B室",9236 8810,,
H/4833,NOBLE PARK HOTEL,"G/F-16/F and R/F, 2 Mau Lam Street,Yau Ma Tei, Kowloon.",逸林酒店,九龍油麻地茂林街2號1-16字樓及天台,3586 1888,3522 8868,info@nobleparkhk.com
H/4835,GOLDEN ISLAND HOSTEL,"Flat 10, 8/F, Alhambra Building,385 Nathan Road, Yau Ma Tei, Kowloon.",金島賓館,九龍油麻地彌敦道385號平安大樓8字樓10室,5543 6462,2710 8821,
H/4838,SANDHU GUEST HOUSE,"Flat D3, 14/F, Block D,Chungking Mansion, 40 Nathan Road,Tsim Sha Tsui, Kowloon.",SANDHU GUEST HOUSE,九龍尖沙咀彌敦道40號重慶大廈D座14字樓D3室,2721 2900,2111 4508,sandhuhotelhk@gmail.com
H/4842,VINCENT HILL GUEST HOUSE,"Flat A11, 8/F, Block A, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",珀麗賓館,九龍尖沙咀彌敦道58號美麗都大廈8字樓A11室,2882 7777,2723 8233,lilygardenguesthouse@ymail.com
H/4844,DELUXE INN GUEST HOUSE,"Flat C & D, 1/F, Nam Wan Building,151-153 Cheung Sha Wan Road,Sham Shui Po, Kowloon.",豪華賓館,九龍深水埗長沙灣道151-153號南灣大廈1字樓C&D室,,,
H/4848,APPLE INN,"Flat L, 10/F, Phoenix Apartments,70 Lee Garden Road,Causeway Bay, Hong Kong.",蘋果旅館,香港銅鑼灣利園山道70號鳳鳴大廈10字樓L室,3462 3333,3157 7422,info@apple-inn.com
H/4852,EASTERN,"Flat C, 3/F, Cheung Hing House,7 Changsha Street, Mongkok,Kowloon.",東方,九龍旺角長沙街7號祥興樓3字樓C室,2625 1301,2148 1201,
H/4855,DAVID LOUNGE,"Flat A6, 16/F, Block A, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",DAVID LOUNGE,九龍尖沙咀彌敦道40號重慶大廈A座16字樓A6室,2311 2170,,ashokahotel001@gmail.com
H/4856,TSUEN HOSTEL 2,"2/F, 17 Sze Pei Square, Tsuen Wan, New Territories.",荃旅店2,新界荃灣四陂坊17號2字樓,2439 6911,2439 6922,24396911@tsuenhotel.com.hk
H/4857,MEI KING APARTMENT,"Flat 22, 4/F, Mei King Mansion, Phase II,78 Lok Shan Road, To Kwa Wan, Kowloon.",美景賓館,九龍土瓜灣落山道78號美景樓第二期4字樓22室,2387 8269,,
H/4859,RAMADA HONG KONG GRAND,"23 Austin Avenue,Tsim Sha Tsui, Kowloon.",華美達華麗酒店,九龍尖沙咀柯士甸路23號,3122 6222,2730 9328,hotel@ramadahkg.com
H/4864,CEBU HOSTEL,"Flat E4, 3/F, Block E, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",CEBU HOSTEL,九龍尖沙咀彌敦道40號重慶大廈E座3字樓E4室,,,cebuhostel@gmail.com
H/4868,SIMPLY HOSTEL,"Flat H, 11/F, New Lucky House,15 Jordan Road, Jordan, Kowloon.",淳一賓館,九龍佐敦佐敦道15號華豐大廈11字樓H室,6888 4481,,
H/4869,TSUEN HOSTEL 3,"3/F, 17 Sze Pei Square, Tsuen Wan, New Territories.",荃旅店 3,新界荃灣四陂坊17號3字樓,2439 6911,2439 6922,24396911@tsuenhotel.com.hk
H/4870,HMLET AUSTIN AVENUE,"12/F-18/F, 2-2A Austin Avenue,Tsim Sha Tsui, Kowloon.",HMLET AUSTIN AVENUE,九龍尖沙咀柯士甸路2-2A號12-18字樓,2355 8888,,austinave@habyt.com
H/4871,HOME OF FREE TRAVELERS,"Flat 511, 5/F, Sincere House,83 Argyle Street, Mong Kok, Kowloon.",自由行之家賓館,九龍旺角亞皆老街83號先施大廈5字樓511室,9020 6741,,1243760034@qq.com
H/4872,MEI WAH GUESTHOUSE,"Flat G, 8/F, Kingland Apartments,739 Nathan Road, Mong Kok, Kowloon.",美華賓館,九龍旺角彌敦道739號金輪大廈8字樓G室,2393 6210,,meiwah1986@netvigator.com
H/4873,SINCERITY HK,"Flat C, 1/F,Block 12, Bela Vista Villa,DD CC 1491, Cheung Chau.",SINCERITY HK,長洲長洲地段第1491號東堤小築12座1樓C室,9212 0636,,athena.tang@gmail.com
H/4874,EMPIRE COMMERCIAL HOSTEL,"Flat A & B, 15/F, Kim Tak Building,328-342A Nathan Road, Yau Ma Tei,Kowloon.",帝國商務賓館,九龍油麻地彌敦道328-342A號儉德大廈15字樓A & B室,2332 0616,2381 0680,empirebooking@yahoo.com
H/4875,THE SHAI RED,"3/F-4/F, 200-202 Shanghai Street,Jordan, Kowloon.",漁村紅,九龍佐敦上海街200-202號3-4字樓,2487 9939,2420 8099,
H/4876,MIRA INN,"Flat F4, 8/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",MIRA INN,九龍尖沙咀彌敦道58號美麗都大廈8字樓F4室,2153 9338,,georgepannu18@yahoo.com
